20190214,528473737,1057,1550172062.174925,178.0401431013337,7971.077381321625,32.89168985191,1550172060.1017575,317.0329468284558,[25.02819727 51.87243834 77.78255313 103.68888638 207.16165775],[27.60045334 595.01096782 6.92833055 71.79296939 9.71027148 8.03516275 12.95168962 9.55183834 16.8793301],__,-49.75999999999999,317.0329468284558,0.0595376684927838,BE20,
20190214,528473737,1058,1550172058.513516,178.17129088954363,7909.486125122281,33.2375808965753,1550172056.6965377,318.0406730048251,[25.70035618 51.24777005 103.90865616 154.77316686 207.14939345],[27.53455131 594.6757067 6.32040321 71.4776994 8.02939741 8.91483065 9.37354431 19.58508471 16.73119512],__,-49.76999999999998,318.0406730048251,0.046324321788854234,BE20,
20190214,528473737,1059,1550172055.302742,178.3522184012039,7903.605228840914,32.90092253267026,1550172053.1798556,318.47250193710863,[103.90130132 207.3993734],[22.64017077 486.13535044 5.39419209 58.45701322 7.52808172 13.5064455],__,-49.76999999999998,318.47250193710863,0.026889349945756404,BE20,
20190214,528513333,1076,1550184639.4587731,114.53504726698131,6444.700225843579,108.98814475474654,1550184640.4198923,304.4562202879175,[107.0863967 213.57372685],[21.48546742 488.2056536 17.72255173 98.4571942 10.32936338 22.98585751],__,-39.02999999999997,304.4562202879175,0.040672266956854955,BE20,
20190214,528513333,1077,1550184643.1421418,114.50910032463524,6339.329607533917,108.05614436765332,1550184643.0326934,309.83870983811966,[108.74951542 215.80132341],[21.38054461 487.61007927 13.55721402 92.96738344 8.33211854 18.28273615],__,-39.02999999999997,309.83870983811966,0.05105601003037517,BE20,
20190216,528756142,1079,1550301840.0429173,146.06630640408844,6157.064967030205,106.50333935527605,1550301838.6130652,315.02255024567563,[56.26094574 84.70907575 113.22746855 139.51771467 225.63457435],[25.32717072 584.61640702 5.87566356 71.08004863 8.53432237 9.43056368 6.09080496 10.7191413 14.52174069],__,-34.089999999999975,315.02255024567563,0.07374419635168872,BE20,
20190216,528756142,1085,1550301804.8021214,147.7762194218254,6026.187552261757,106.73206998989811,1550301803.4165988,317.4139651786352,[28.34259191 56.58592576 84.50443446 113.22990092 141.12188633 226.23404505],[26.83396205 615.83406933 6.00841529 76.19066166 6.5670639 8.36147698 12.93438761 7.23745374 12.75301525 13.612018],__,-34.119999999999976,317.4139651786352,0.052291108993353534,BE20,
20190220,529473306,1299,1550644915.8506157,129.56207232838847,6132.010922919237,81.45591198035885,1550644888.7742305,325.92856261160836,[108.16123112 215.17009821],[21.25013335 483.97330599 7.52510154 77.63390582 6.20252738 12.38937592],__,-42.39999999999998,325.92856261160836,0.1405692392035927,BE20,
20190220,529473306,1300,1550644912.6865127,130.93782120521567,5985.922105826512,81.13028683049652,1550644885.0406084,336.53297218690227,[108.83607289 216.3510708],[21.57669427 484.57987347 7.75936071 75.99485233 4.90602 12.65312748],__,-42.39999999999998,336.53297218690227,0.06419388351307077,BE20,
20190225,530369426,1073,1551081367.0518105,144.93130446548167,8304.073705063724,106.8859766829067,1551081369.8020568,328.65013499592965,[106.31581058 212.57454922],[21.8891039 486.89129253 9.7496686 74.26998308 6.01905604 11.54344887],__,-44.809999999999974,328.65013499592965,0.034778562322680624,BE20,
20190225,530369426,1074,1551081370.5777159,144.96429935238294,8188.407541900309,106.00639231431997,1551081372.2538953,323.66115004971806,[106.36420327 212.62531714],[21.81484044 486.67544321 8.95152595 72.12769627 6.81387198 13.18577992],__,-44.809999999999974,323.66115004971806,0.024524166287676105,BE20,
20190303,531497972,1066,1551613625.6905358,153.40545552347334,7069.210702196136,105.09675313038491,1551613624.3261895,313.38082245216117,[109.25340865 218.37041067],[21.32099971 481.94027466 5.24163332 61.94200164 8.35610954 15.98329279],__,-46.20999999999998,313.38082245216117,0.02494659322399508,BE20,
20190307,532272942,1001,1551978919.144759,128.6649480764414,6662.862828641754,106.42170087690032,1551978917.9765007,314.21812643036236,[115.55708019 230.39111629],[21.50065023 486.55316064 14.24406598 91.99502287 7.25936852 16.29885456],__,-29.269999999999982,314.21812643036236,0.06473224769111587,BE20,
20190307,532272942,1004,1551978898.104122,128.43689089009627,6559.672640649836,107.06145838879887,1551978897.42989,321.7018749623098,[115.0946496 229.58014124],[21.47449701 486.67442361 17.85483022 107.98203983 8.88858707 20.43981705],__,-29.279999999999973,321.7018749623098,0.027245309273807757,BE20,
20190311,532958447,1063,1552315903.997947,152.7590269015864,7114.240312945399,106.27556549229433,1552315904.0142133,320.70801756577805,[27.7362537 54.48689947 109.20431789 217.94903314],[24.74340459 557.0943699 7.37029116 71.08312811 5.70940151 7.32931182 7.13998375 11.60294372],__,-47.869999999999976,320.70801756577805,0.0479789514092427,BE20,
20190311,532958447,1065,1552315913.155705,153.0687394689628,6899.179433753373,107.06034895945423,1552315913.6190531,322.20474602925617,[27.13891301 54.49504131 81.22170587 108.9981891 216.97282488],[26.01561143 589.14233038 6.78335427 72.38614828 6.56185385 6.96461985 11.77504834 7.35502867 13.15198605],__,-47.87999999999997,322.20474602925617,0.05391014041246982,BE20,
20190311,532919352,1077,1552304510.3628578,118.93409507348181,7261.264074838948,104.6272399338944,1552304508.784244,313.8911209652759,[27.45080211 55.74354435 83.09238621 111.69180154 138.71540637 165.02936876 222.12674701],[27.73878764 656.52249732 12.03905788 103.20184315 7.69860851 8.49466995 13.38458499 6.99430364 13.81934645 16.23355803 14.57612925],__,-48.14999999999998,313.8911209652759,0.08177244188073443,BE20,
20190318,534339896,1149,1552951529.9635494,178.85684733495475,6306.1984120553225,106.71004289233036,1552951528.8112764,329.25450849982576,[26.72053546 80.12870822 107.85263012 215.53264652],[24.90746437 549.64989885 4.18336117 59.96128244 4.68431859 9.89419658 7.9544066 11.92456045],__,-40.26999999999998,329.25450849982576,0.07941424979801992,BE20,
20190325,535607057,1157,1553520093.9890676,134.1413453685621,5692.270291593404,53.69395911008249,1553520039.0805185,312.50204442722213,[112.59188125 225.06900611],[21.33830106 481.94499473 8.2438846 72.24662956 5.19357444 12.13716469],__,-30.919999999999987,312.50204442722213,0.07011023569864172,BE20,
20190309,532558077,1012,1552130271.9721122,266.5319614494115,11818.04301888444,101.24566074776551,1552130274.8583615,313.7559283531731,[27.3591797 32.87155402 105.47332424 161.4030071],[26.46711066 559.74286186 3.66198858 36.24034658 4.64740832 5.11553981 10.9421781 13.91721074],__,-54.12999999999997,313.7559283531731,0.25244890887230415,A359,
20190309,532558077,1013,1552130271.9795704,267.93283862292583,11714.395090389116,92.16826707011612,1552130265.6453621,321.3974787467906,[40.71851724 184.65642791],[23.11985113 485.46718315 3.67664901 32.48791482 5.06036377 11.52565986],__,-54.12999999999997,321.3974787467906,0.2660031909050554,A359,
20190214,528355590,1005,1550116895.4937408,45.51422838746122,1232.087179848162,92.3631419554708,1550116870.2437282,336.26493259438826,[77.02724642 96.01505802 115.16945609 134.03073546 153.61589864 229.04947442],[21.64207174 608.2046324 24.6399156 224.03275913 7.96535099 10.82447941 13.06304213 15.89140896 15.57878809 25.03303466],__,-13.089999999999975,336.26493259438826,0.10934822764680031,C172,
20190214,528355590,1006,1550116908.0713325,45.83408496912619,513.6492087101014,104.19570490619456,1550116893.4845734,332.4473729688374,[58.75323142 78.15023286 96.73496173 115.82208641 135.4341153 154.97005074 173.69024465 194.04226992 212.57110956 232.35597701 250.04249593],[26.9715995 516.88797086 6.37697542 218.5709111 16.93788594 6.87774913 8.55962153 10.48175271 11.35192162 8.980349 13.47412369 17.94839627 16.08913975 13.82694514 17.27893338],__,-13.099999999999966,332.4473729688374,0.13512618987852745,C172,
20190214,528355590,1007,1550116916.2048416,46.124148184424186,684.1520862868564,112.29339672123464,1550116910.034182,340.39425686888865,[38.61968391 58.15883168 77.47602043 96.83764231 116.20442483 135.50312745 155.05665649 174.43027726 193.92148315 213.04817623 232.48711828 251.14598839],[26.64540886 604.57108626 8.30600137 223.28044107 19.76508662 15.03717338 8.24783185 9.65274151 9.23884012 10.16032653 8.58654861 10.13463209 14.18473925 22.70257593 12.59362256 20.88536445],__,-13.109999999999957,340.39425686888865,0.08351988948063499,C172,
20190223,530132508,1081,1550960374.4733906,48.00654270654283,2835.1176050034787,122.1745091747619,1550960382.2925189,348.22198293362067,[82.09205956 102.36393574 123.08259891 143.23681113 164.02221181 61.15410162],[19.30373226 627.563918 36.79054521 207.44279139 6.52461202 10.82002856 14.02503599 14.63139312 10.51512245 11.05735134],__,-10.729999999999961,348.22198293362067,0.06533075081915729,C172,
20190223,530132508,1082,1550960356.020305,46.87551143054803,2760.5954975481063,120.95312371269122,1550960362.4529772,350.834039997259,[61.83461463 81.94716025 101.91678828 122.37486453 143.83477473 163.96341304 201.60918158 225.22291633 245.25743829],[21.22865184 713.99420588 36.05730441 235.28311789 9.53784058 6.7526118 9.53711341 14.51344955 13.87789699 11.23585228 18.70591135 19.60405285 17.1000041 ],__,-10.739999999999952,350.834039997259,0.11541597790740037,C172,
20190223,530132508,1096,1550960090.6674654,51.42971577676563,2432.4789413825565,92.94391892767707,1550960068.8665817,322.57635112877955,[82.98428029 102.88024341 124.33854789 145.99997025 165.76578454 228.39212625 248.98128631],[21.22898046 649.76417854 20.87579829 192.6100401 6.49862606 14.39309707 11.98111865 12.83324218 7.86813616 16.32114298 14.03787059],__,-10.879999999999995,322.57635112877955,0.11771167851250584,C172,
20190224,530155121,1113,1550968975.456089,52.84608414907253,2525.0811017413835,95.55381403538085,1550968956.280235,340.43600167491763,[40.60367739 60.50112365 81.40564243 101.57118077 121.81560903 162.92077606 202.47231295 223.19332562 244.78044303],[23.18214741 704.60365473 22.37948771 203.21713813 14.07316805 13.03242012 5.73813518 10.31643623 13.74371962 8.23378889 15.37913025 20.12207031 13.49818473],__,-9.46999999999997,340.43600167491763,0.0801005910148042,C172,
20190224,530155121,1195,1550970210.2449841,52.51201250570163,2402.22408945636,114.13565967646137,1550970209.5409524,317.49485122358163,[82.60751755 103.0410493 123.89145203 144.69867348 164.99247682 185.50442037 206.58893523 227.44083557 247.77815829],[23.15365113 702.99394364 18.74291226 202.0259585 6.52248589 8.99371375 12.11012687 13.26827403 8.96984809 15.2160825 15.86651419 16.08056623 14.12760376],__,-9.529999999999973,317.49485122358163,0.06621188409903049,C172,
20190302,531420576,1003,1551562423.0,52.447310988513294,391.26963478715686,118.44529885907814,1551562422.3723214,344.1550958552623,[77.56286636 97.25596843 115.89467892 136.26982224 154.18541502 173.72345276 212.23597034 230.12907311 249.01951088 38.84778018],[28.09083382 369.4880278 3.29076143 194.87287903 5.95820532 8.73745567 12.61155308 14.42304806 7.90336063 9.6341653 15.85840125 13.30130859 19.92045501 11.15786743],__,-3.4699999999999704,344.1550958552623,0.14818138734603875,C172,
20190302,531420576,1004,1551562437.0,50.15402385690342,260.4217975387694,118.87336394329706,1551562436.7069664,340.29133231304127,[38.12859181 57.53592116 78.06826229 97.54065834 117.10182265 136.64274687 156.32912256 176.44028386 194.12031768 214.17485885 233.00441697 247.14629659],[30.14855042 320.64396171 3.38941078 208.22233877 16.93798809 16.70020251 6.79179496 8.57910189 13.26260465 12.59725256 7.15164275 9.27389557 15.58563841 14.59667967 12.63786997 16.29591517],__,-3.4699999999999704,340.29133231304127,0.2530139554247421,C172,
20190302,531420576,1005,1551562448.5158079,56.18892191994228,844.4510211038724,117.9188590334601,1551562448.2973406,332.2047423517798,[37.37574202 53.21424947 76.92750696 96.08560282 110.64731322 134.11570245 153.09873293 174.45505017 195.37696879 208.06001604 217.44353267 233.65554657],[29.11671762 615.7811396 7.30084032 188.59621458 17.7072376 18.51930303 6.43712924 9.09045941 14.57167568 13.81691208 7.49579198 9.50596014 16.00709527 14.2687925 15.72071312 12.80422477],00,-3.4799999999999613,332.2047423517798,0.27784021856401336,C172,
20190302,531420576,1006,1551562461.0,49.129402,1786.1342083886911,132.24355970175662,1551562476.4241974,329.21200000000005,[48.74452707062438, 61.97764041192878, 74.64624735508933, 87.03332969951298, 99.47854861164436, 111.9397511496325, 130.36336370794857, 142.62547601122273],[34.64101615 692.82032303 103.92304845 277.12812921 173.20508076 173.20508076 173.20508076 173.20508076 173.20508076 173.20508076 173.20508076 173.20508076],00,-3.4799999999999613,329.21200000000005, Model,C172,
20190227,530888457,1302,1551311019.9108534,50.63931067200483,1916.653304097168,113.99316325233332,1551311017.3319175,348.43506010625816,[19.88991221 39.23417285 59.41838244 69.95606374 79.25717953 89.77128317 97.98181397 118.71385843 139.75764272 158.46661028 177.77145017 189.47346795 197.63503837 209.29564394],[26.48763029 819.10546586 21.71174358 248.18792637 13.64601185 10.71285649 9.43685543 9.6113689 10.12323265 11.83842426 11.41805349 12.41115386 9.45114413 13.63094826 14.90855168 20.25093799 16.96749286 15.63217264],__,-4.159999999999968,348.43506010625816,0.0880679639183429,AS50,
20190227,530888457,1303,1551311027.4459434,50.66087642370495,1216.0627400508176,117.85700561171856,1551311027.5389347,345.7252052318633,[19.69898696 39.39554508 59.18719749 70.01812535 78.7426199 88.4843378 98.42624176 118.08768403 139.05391117 157.71501799 176.47451683 188.24920864 196.58712707 208.11206718 226.44386427],[28.51799584 779.52061711 13.45890906 236.2256831 10.62896783 9.41497576 9.22952729 9.41256026 9.95706121 15.02155671 9.74908042 10.55902315 10.2731405 13.1916114 14.71606807 21.07937596 19.32039137 17.66108808 25.60363242],__,-4.169999999999959,345.7252052318633,0.06774964104211222,AS50,
