20190213,528293430,1002,1550089092.8095207,58.6300794509952,1348.9323469782632,115.0489597735648,1550089090.3805616,316.9870625718775,[ 80.19985009  93.26928727 106.40124772 120.45983259 134.89693296
 146.75382384 159.35076402 174.07850986 187.65075415 202.133666  ],[ 25.95653565 672.10038481   8.66100886 190.35430019  11.87684767
  10.45407341   9.8464963   10.57412128   8.52389841  14.1623484
  10.34357253  12.5256436   13.82392567  12.71340414],__,-11.569999999999993,316.9870625718775,0.1404441402859252,
20190213,528293430,1003,1550089080.1084971,58.18106464729641,1000.2218480449991,115.70599767361897,1550089077.7050922,316.2997054989469,[ 13.49117942  26.72909351  40.24848084  53.64734266  67.27457994
  80.42531819  94.09533716 107.65465248 121.21796165 134.89456144
 148.03025529 159.97114469 175.65080856 188.82721156 201.91058997
 224.93911929 239.54063965 246.54483684 269.68240629],[ 34.31741465 743.08721573   6.70962679 218.53919794   9.4251367
  10.69580952  11.30037249  11.61083222   9.96607361   9.98231285
  12.06115047  14.87369023  14.79936874  10.23939864  18.45819389
  13.35213885  16.13882572  19.90343379  14.47234457  18.72940125
  19.16328767  27.10049111  30.84252749],__,-11.579999999999984,316.2997054989469,0.0694589876946819,
20190213,528293430,1004,1550089066.4314022,59.21146089700515,483.3026296973082,116.70693375628089,1550089064.3147492,325.5823052644824,[ 13.41461071  26.64820734  40.29515424  42.13277071  53.77079594
  57.20180292  67.49561084  68.42067878  80.66527219  94.16072735
 100.70137495 107.63956441 109.64432926 121.35219536 128.56182485
 135.17789397 148.04436511 160.74414935 175.57773317 188.46972721
 203.20367815 225.82322641 240.51054162 245.87949653 271.00038235],[ 42.29323539 495.62698408   3.76078163 241.45155588  14.19772612
  13.36755998  13.06865546  23.23197833  14.64571186  27.54047005
  11.89869949  19.23799257  11.68690961  13.89213696  22.13170305
  13.24781456  17.78191973  12.95615161  30.07857174  10.23607602
  14.94224899  12.21077811  14.20742188  16.07751513  13.33465844
  16.36859277  18.77528613  21.35698401  18.5429071 ],__,-11.589999999999975,325.5823052644824,0.096902588642966,
20190213,528293430,1007,1550089022.9259548,60.803433576756234,1342.9629079268077,115.20184312007495,1550089020.6744838,328.62028459930156,[ 13.37955789  26.76347402  40.42996602  53.88049337  67.49280915
  80.78759443  94.46810049 107.87182667 121.3638553  135.47828123
 148.33813789 160.80203656 175.67505767 189.22537075 202.93689093
 225.45826981 240.4013242  248.05772448 270.8562253 ],[ 33.39229122 821.74402589   9.23305057 223.25916987  11.37577455
  10.78281123  10.70784694  10.02563625   9.91389867  10.05548084
  11.80595812  11.82875034  12.25868495  11.90880574  14.02956626
  13.36954758  15.45986399  19.38295545  17.10540136  28.64501965
  29.65863826  38.92639183  43.92822357],__,-11.620000000000005,328.62028459930156,0.04503646553481705,
20190310,532812123,1019,1552245234.3700957,46.21064563447831,2007.3575727603336,119.57763842340283,1552245237.6564765,325.8284200067019,[ 13.35947511  26.80821403  40.14580473  53.14248136  66.87103611
  80.11406817  93.76363054 107.33648239 120.23832568 134.581386
 145.21940417 159.16985398 201.35548038 223.55758832 238.78725821],[ 26.25143243 855.28130692  31.1081582  280.97190657  10.89002096
  10.02433873  11.11306024  11.4888012   11.30652966  10.4584534
  12.78220858  14.89321233  16.56657596  13.34197901  17.75002738
  16.55981365  18.80473352  26.08480937  27.64185973],__,-3.769999999999982,325.8284200067019,0.07600151215530523,
20190310,532812123,1020,1552245254.5319285,47.11514095399399,1531.0850750498676,116.41571760745823,1552245253.8608906,326.55186358680726,[ 13.40262403  26.88751724  40.4298134   53.83929972  67.41674638
  80.4247895   94.21098344 107.6544046  121.02229308 135.32052607
 148.08029232 160.31339899 174.79797095 188.69592963 203.01102713
 225.42488585 240.35461398],[ 28.29075603 870.82680236  19.16121893 272.13899947  10.42982169
   9.97341194  10.31547829  10.97712759  10.96826958  10.98681466
  12.18327066  13.38470573  14.43985542  11.80532452  14.65007192
  14.22163637  19.70155214  21.70828573  17.27455382  23.94080576
  25.74277546],__,-3.769999999999982,326.55186358680726,0.03571847485323627,
20190313,533392212,1016,1552510766.0007217,61.04638954058737,577.0092105554884,117.78394219806528,1552510765.171245,327.611320473036,[ 13.43739764  26.53952819  39.9009179   53.21500076  66.82883214
  79.73418956  93.36755092 111.26037868 134.36480238 158.29128397
 202.04460946 267.22997484],[ 31.33895448 585.20613439   5.1907838  205.51945936   7.95884465
   9.74197534   7.7200312    8.15102276   8.71960948  10.63037599
  10.99556242  19.18678933  10.51716747  13.04799196  17.0198019
  23.84522524],__,-4.659999999999968,327.611320473036,0.09805854684817258,
20190313,533392212,1017,1552510750.469181,60.35516016956736,420.7941601042311,118.3871898308059,1552510750.0758297,339.1592795183354,[ 13.38039073  26.66916947  40.19315503  53.49350697  67.01832192
  80.01778434  93.59018793 107.02392782 120.41928801 134.30160326
 147.3308168  159.33933252 174.37462203 187.67232456 200.86885239
 223.48642259 238.58855458 242.36577207 269.00344114],[ 37.95992988 455.63612426   3.65659574 225.47476114  11.44954148
   9.8222996    8.75057724   9.40211143  10.37046098  10.34696221
  11.67763658  12.78232177  14.0695021   11.17155318  15.44536699
  12.04834519  17.15384042  19.40565657  14.46766242  20.84098666
  21.54137372  27.1983581   22.86556773],__,-4.659999999999968,339.1592795183354,0.06316110032729849,
