20190214,528497758,1103,1550184838.5681763,221.982586,9916.516750015024,121.97318801929414,1550184858.8618503,319.95173996098003,[102.8819976228509],[10. 200. 10. 80. 10.],__,-58.539999999999964,319.95173996098003,Forward Model,
20190214,528497758,1104,1550184839.143446,219.7574623499238,9819.530471794344,168.01009429231632,1550184905.4296312,386.34106449791227,[90.59504733],[7.39291973 191.02391858 0.44190054 17.38866973 5.31043895],__,-58.539999999999964,386.34106449791227,252.4406163452357,
20190214,528497758,1105,1550184839.4582162,220.11532601941673,9883.031762606986,165.07816322042044,1550184902.940981,390.69533568237557,[96.32221738],[5.89366872 186.30399651 0.22725337 11.19789029 2.47685571],__,-58.54999999999998,390.69533568237557,253.4586055277906,
20190214,528399131,1242,1550160318.882627,259.258139565037,11706.782878152771,97.87845843995221,1550160319.1305325,312.1019454173891,[36.68064197 107.83360218 189.44805891],[5.15927129 184.85047895 0.40582766 6.92915899 0.27896582 0.64844197 1.05985546],__,-52.41999999999999,312.1019454173891,0.2629329633668571,
20190214,528399131,1245,1550160317.2214425,260.12724926108336,11627.418176545534,95.97927680750274,1550160315.4014347,301.415172961752,[20.24787185 36.68406595],[8.22339023 193.66937844 0.36992664 11.16772691 0.65187806 1.17239939],__,-52.41999999999999,301.415172961752,0.15180992138055438,
20190215,528515744,1105,1550192615.089073,226.08491119809642,11089.324865494276,106.14687335764673,1550192621.9578052,313.61024390957783,[81.94019973],[8.9846226 197.39153523 0.77020039 17.00560347 2.5205674],__,-56.16999999999999,313.61024390957783,0.12187542451400166,
20190215,528515744,1106,1550192614.9770029,225.74779060543108,11002.087332829176,103.62450222183641,1550192619.1855,311.0209977265017,[85.61622567],[8.34751748 195.28035418 0.81134834 15.3921476 1.83836961],__,-56.16999999999999,311.0209977265017,0.1282160998715231,
20190223,530043578,1262,1550938255.0072894,261.7907466979721,11181.397037438903,100.71188850850615,1550938256.7916417,320.72830995747637,[32.56902338],[9.15312525 196.98006414 0.44786887 13.87875181 1.21082099],__,-70.07999999999998,320.72830995747637,0.18196815862577026,
20190223,530043578,1263,1550938257.8579504,261.9586060662427,11118.651226580008,97.45441887001948,1550938256.2665644,327.4334836212328,[39.86624981],[8.90833555 195.91656439 0.56173205 13.91397133 1.13290573],__,-70.06999999999996,327.4334836212328,0.3201314184982,
20190223,530043578,1265,1550938264.4074035,261.37020581193343,11077.579159327264,98.1537648682391,1550938263.4147966,322.51050722989123,[19.55641913 37.62251271 55.39837722],[6.91596037 188.10384553 0.25045159 10.11006115 0.42977706 0.77977907 1.12752838],__,-70.05999999999997,322.51050722989123,0.2859516435000168,
20190223,530043578,1267,1550938271.2434933,262.109218,11111.588270459746,97.15502709173556,1550938269.306674,301.64888659349566,[36.618619506229436 4.529354148115423 137.81116708551014 180.6281197573225 10.754041918539334 61.73511438325519],[10. 200. 10. 80. 10. 10. 10. 10. 10. 10.],__,-70.04999999999998,301.64888659349566,Forward Model,
20190223,530043578,1268,1550938275.1260438,257.33957846950756,11156.104702842698,92.60998079977796,1550938268.6521504,355.6790965256831,[9.65193409 151.85177356 188.7923134],[4.93185823e+00 1.82131082e+02 1.39948677e-01 6.42284667e+00 8.52714630e-02 9.95672405e-01 1.28796170e+00],__,-70.03999999999996,355.6790965256831,67.17428303460167,
20190228,530828842,1004,1551313918.5824711,239.3758973795554,10410.984224003549,96.49450315759731,1551313913.568849,300.2390625441507,[36.84340008 73.33046539 145.72861096],[5.82245059 185.4025814 0.72864259 9.00483121 0.2601808 0.42387791 0.81517031],__,-59.87999999999997,300.2390625441507,0.2585061644621799,
20190228,530828842,1007,1551313925.3745983,238.31283444982168,10236.883795938296,96.91118814311913,1551313920.4769382,313.81681036006063,[40.58622944 76.76152518 115.32182661],[6.28006755 186.38182004 0.40687508 9.96969599 0.47081594 0.89793098 1.29421869],__,-59.859999999999985,313.81681036006063,0.21775087724295708,
20190310,532832630,1299,1552259287.1762497,254.47571326403911,11005.526820932782,101.63576725677459,1552259288.1461492,362.4532893316493,[87.12194439],[8.12969971 193.15714274 0.69435526 15.4157627 1.33272818],__,-52.73999999999998,362.4532893316493,0.23127316049665303,
20190310,532832630,1300,1552259288.7933533,255.28260505501027,10889.261419514858,117.28623519667751,1552259305.218451,381.6155208642728,[65.80603596 127.14058243 151.84095126],[5.15435127e+00 1.82773401e+02 9.98973274e-02 7.38091730e+00 7.08350088e-01 1.35118303e+00 1.61389853e+00],__,-52.73999999999998,381.6155208642728,189.23346886900453,
