20190214,528502194,1023,1550177789.23862,118.081671955261,50.1956207957448,1374.63256744733,[38.91763853 58.07714308 77.57861534 116.34946937 136.82809392 154.9563154 173.81673222 193.86226683 213.15280918 233.60834471],[0.22828302 0.78437453 83.12386892 0.58632907],__,-13.53,323.182,0.012732865195959
20190226,530695031,1015,1551223197.34012,114.831410117422,56.7552415235485,1628.77582120022,[20.49467779 39.61782161 58.822128 79.19768724 98.277783 117.87133567 138.48602905 157.10300001 176.6023777 197.7358439 216.7007997 236.46236232],[0.16584816 0.68242742 81.99796301 0.52222495],__,-1.31,330.514,0.003624279578782
20190226,530695031,1017,1551223231.68576,116.871183674033,58.0044518239034,1594.47142071899,[20.05798504 38.76722537 57.49019674 78.47594657 97.23141071 117.3119252 136.67417018 155.88846218 174.3944971 194.35484954 213.65166837 234.58357995 256.4999592],[0.15842972 0.545015 68.54608529 0.45751851],__,-1.32999999999998,330.502,0.005898422855786
20190226,530695031,1018,1551223250.21741,116.567283817798,58.5345666851628,1255.10481671178,[38.813607 58.09277912 77.59574541 97.90083314 116.87452393 135.95603424 155.14382983 174.93134 194.30092147 213.69632022 234.46566222 253.2078272],[0.17665485 0.5997628 59.62944294 0.39838118],__,-0.870000000000004,330.778,0.004239140942567
20190226,530695031,1019,1551223266.25109,117.89339853335,57.8907835518926,777.752507116268,[19.63286823 39.13320864 59.04866164 78.11368179 97.27544801 117.08546253 136.18582305 155.68851471 175.10532198 195.12587106 214.19263752 234.84440526 254.06857703],[0.16672157 0.56630814 40.89274873 0.30143077],__,0.110000000000014,331.366,0.002578673135139
20190226,530695031,1020,1551223281.40019,118.714826354265,57.2474265036025,562.023850665128,[21.86962808 38.75322925 58.15970689 78.0730421 96.92330039 117.62846387 136.26793472 155.20595438 174.33911245 194.45270056 216.02145403 234.91225147 255.00678172],[0.16349321 0.47763605 29.74946112 0.242626],__,0.100000000000023,331.36,0.009900511898073
20190226,530695031,1021,1551223295.81116,118.640050747706,58.7224552693509,639.867652907715,[19.33350213 39.3432411 58.83581643 78.93952654 98.26759543 118.27176512 137.22933518 156.73954823 176.68061209 196.90490897 217.10199647 236.5734487 256.68185427],[0.18733733 0.56197024 34.20880937 0.25681987],__,0.100000000000023,331.36,0.004352808626925
20190226,530695031,1022,1551223309.85786,117.31528249257,60.1668861062872,1101.52025651506,[19.87634653 38.86055265 59.25439247 79.09242404 98.86190974 117.91962333 139.15192354 156.8506801 176.77269237 196.77317148 217.50996018 234.63147392 254.52987848],[0.16276553 0.57136825 51.73746335 0.34848009],__,-0.379999999999995,331.072,0.00428716214679
20190226,530695031,1023,1551223320.99345,116.119163102838,61.0198721008472,1774.40553520128,[40.14144859 59.15108715 78.35796373 96.80327571 117.41691498 136.17027998 158.5916113 177.58834265 213.02941191 235.18310556 255.32302259],[0.25399356 0.90506152 97.33671807 0.5200572],__,-1.75999999999999,330.244,0.010509893689133
20190227,530706111,1009,1551228089.0021,115.281617413791,52.3922466187782,1502.77417269342,[59.05339804 78.49482718 98.8612741 118.158499 137.90688367 158.0108583 176.72040514 196.7604488 216.24890979 236.40207266 19.83134692],[0.21991527 0.89442881 96.68335972 0.60133001],__,-1.48999999999995,330.406,0.002158968319993
20190227,530706111,1010,1551228103.77577,116.187371239568,52.4644448433943,1013.32949200252,[19.41204835 39.8615509 59.13223337 79.25265568 99.12484378 118.45994453 138.66270868 158.00331963 177.40105149 196.43225656 216.85004268 236.38134125 255.87980065],[0.15825359 0.57913625 54.264178 0.4168346],__,-0.629999999999995,330.922,0.002371277144261
20190227,530706111,1011,1551228118.99978,116.954862483812,52.6191058921114,626.37093147808,[19.59041678 39.02608416 58.56340495 78.22636441 97.73316824 118.27709309 136.62096767 156.0219785 175.26560849 195.58261321 215.81836013 235.89719262 255.74930241],[0.13128215 0.40995757 32.40374765 0.29319934],__,0.350000000000023,331.51,0.005101004368508
20190227,530706111,1012,1551231131.07429,118.200376509726,59.7989033058392,493.238802757203,[19.78756152 38.49748403 58.32023444 77.0666692 96.4448051 117.38804818 134.55452333 154.11006352 174.00521044 192.82742785 214.4508195 234.36886316 254.31349079],[0.24808855 0.73320196 31.61374134 0.23024833],__,0.020000000000039,331.312,0.006606690443932
20190227,530706111,1013,1551231115.97833,118.746425636228,60.1108564166428,486.300418681081,[19.41642391 39.00333022 58.09935511 77.93668087 97.17631307 116.90890479 135.90455016 155.37708592 173.76422955 194.32946593 212.64991525 234.41023209 255.38593544],[0.1716736 0.50113682 26.54479775 0.20885915],__,0.020000000000039,331.312,0.007376994910374
20190227,530706111,1014,1551231099.09957,118.420129586647,58.377949138464,683.248122151713,[38.73406244 58.11607058 78.50572012 96.35097584 117.6138219 154.96468633 174.72250401 194.78174973 214.04864416 233.67367019 254.75273009],[0.16614156 0.51552967 34.99931824 0.26720153],__,-0.449999999999989,331.03,0.00551594759789
20190227,530706111,1015,1551231083.71154,116.995680283059,58.3102344962754,1037.43173538289,[39.39631227 58.33506957 96.98751339 117.65459769 136.83502168 156.37658097 176.17917977 195.62891722 215.37034502 233.19207525 252.66120842],[0.23115996 0.71516638 55.89474677 0.37341344],__,-0.949999999999989,330.73,0.009685994444931
20190227,530706111,1016,1551231066.73923,116.028384420835,58.5063095633689,1269.73389928258,[39.23840841 58.26963687 78.50170671 97.5163324 117.63269686 137.14981914 156.16161844 176.25038538 195.45866554 214.1984694 232.70162835 252.40202649],[0.19459083 0.78146413 71.16438431 0.44040573],__,-0.949999999999989,330.73,0.014207579784279
