20190212,528132990,1009,1550005905.0,50.5486600090318,417.1657281884118,102.49837308765144,1550005889.3552873,315.97015636158227,[262.56869627 245.11048392 227.5104107  209.78548376 192.74087942
 174.7547853  157.6539025  139.41649121 122.36025226 104.97989508
  87.52830166  70.13851482  53.22410636],[1.37479928e+01 1.13200643e+02 4.35558700e-02 8.59554251e+01
 2.35602550e-01 1.99451940e-01 2.99554833e-01 1.45273022e-01
 1.03910551e-01 1.34327342e-01 9.91223682e-02 1.72755884e-01
 1.18083085e-01 1.13112328e-01 1.22002139e-01 1.52989203e-01
 2.24388062e-01],__,315.97015636158227,0.06213902499678669,
20190212,528132990,1011,1550005917.715642,46.806621042003584,1098.0473783641094,114.23563813215735,1550005914.8372777,319.594333133874,[ 71.0374427   88.77058723 106.42997625 124.19098473 142.09067572
 159.64860945 177.45587792 195.31914181 212.96110645 230.80731009
 248.35795106],[1.45302915e+01 3.39952655e+02 1.07053304e-01 9.92963559e+01
 1.10398439e-01 9.60661869e-02 8.80504120e-02 9.24197918e-02
 1.26893878e-01 8.95643468e-02 1.02739503e-01 9.53389757e-02
 1.27072083e-01 1.89040427e-01 1.48886392e-01],__,319.594333133874,0.03593203333040215,
20190215,528707323,1011,1550274037.0,51.96957049420604,677.5168074456468,123.2105134436419,1550274042.0608313,320.2053813471179,[ 59.00293806  73.62230994  88.22063701 103.27470043 132.80041482
 148.4321334  162.71454455 176.67895044 190.34179921 204.83216027
 221.33046157 235.61114255 251.52792515],[1.60786896e+01 2.09578677e+02 7.37098081e-02 9.91595828e+01
 1.46871634e-01 1.02831407e-01 1.02648246e-01 1.13523735e-01
 1.28472626e-01 1.62295614e-01 1.21311693e-01 1.58472859e-01
 2.11525727e-01 2.29903009e-01 3.37888249e-01 3.11753052e-01
 3.64424960e-01],__,320.2053813471179,0.18213129203770412,
20190215,528707323,1014,1550273978.634771,53.51297569028694,310.6771125159005,118.52092097380115,1550273978.013796,318.6275945078805,[ 60.21115864  75.2189202   90.4435543  105.67822602 119.34779924
 135.7692963  150.25780446 165.9949348  181.02397189 194.05563122
 209.56059019 225.93213154 240.8874121  255.5833973  269.94504526],[1.44499881e+01 8.41920367e+01 3.56089724e-02 8.60075110e+01
 1.77096215e-01 1.39717844e-01 1.35595822e-01 1.18787280e-01
 2.10759148e-01 1.40640415e-01 1.76468712e-01 1.30695175e-01
 1.34420700e-01 2.20947006e-01 2.72508183e-01 2.49239672e-01
 2.34244505e-01 2.55733617e-01 3.66953798e-01],__,318.6275945078805,0.10390315341561236,
