20190215,528669408,1306,1550255747.5220609,67.1554665987595,1425.422754793174,116.81932132135655,1550255747.3863456,305.2845934001866,[ 74.34604568 111.10703977 129.2595811  148.51033323 167.16732326
 184.77467602 201.84959512 222.55383239 240.69396241],[  52.083429   1238.38564425    5.52627753  248.95660618    6.96584373
    6.23854082   13.30035556    8.46650727    8.52804223   11.19986345
   16.39567768   11.83495479   17.93981034],__,305.2845934001866,0.08940721454828977,
