20190226,530505959,1301,1551140135.0,68.02782345796375,1384.98946610345,118.45721803263783,1551140134.8703623,310.5746669969995,[ 55.81911059  74.48556495  93.20273865 111.64739432 130.86937354
 149.97743428 167.64007784 187.23309409 206.57057921 224.40258744
 241.24348284 260.46528316],[  87.98588556 2123.42555108    5.47373663  393.79287954    9.82777338
    8.37789009   10.51393035    7.31685992   11.03175141   14.14048865
    8.65881365   10.882583     15.47072219   14.00027275   15.61952026
   15.67425565],__,310.5746669969995,0.17316133093359298,
