Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
ZE|1134|63.288827|-149.213446|717.7|1134|2019-02-14T00:00:00.000000Z|2019-03-21T06:24:32.326000Z
ZE|1135|63.296499|-149.206133|723.8|1135|2019-02-14T00:00:00.000000Z|2019-03-20T10:44:51.136000Z
ZE|1136|63.303691|-149.190045|733.3|1136|2019-02-14T00:00:00.000000Z|2019-03-21T05:07:23.260000Z
ZE|1137|63.309403|-149.175829|731.8|1137|2019-02-14T00:00:00.001998Z|2019-03-22T05:30:38.607998Z
ZE|1138|63.3146|-149.160576|722.8|1138|2019-02-14T00:00:00.000000Z|2019-03-20T19:22:02.878000Z
ZE|1139|63.321303|-149.14533|736.7|1139|2019-02-14T00:00:00.001998Z|2019-03-17T08:45:11.981998Z
ZE|1140|63.327235|-149.13066|726.1|1140|2019-02-14T00:00:00.000000Z|2019-03-20T07:10:12.852000Z
ZE|1141|63.333495|-149.116939|725.3|1141|2019-02-14T00:00:00.001999Z|2019-03-21T18:33:04.405999Z
ZE|1142|63.338729|-149.100594|727.7|1142|2019-02-14T00:00:00.001999Z|2019-03-21T06:54:15.053999Z
ZE|1143|63.344337|-149.082089|713.2|1143|2019-02-14T00:00:00.000000Z|2019-03-21T07:14:20.238000Z
ZE|1144|63.348906|-149.066912|711.3|1144|2019-02-14T00:00:00.000000Z|2019-03-21T07:36:43.034000Z
ZE|1145|63.353686|-149.053416|700.7|1145|2019-02-14T00:00:00.001999Z|2019-03-19T23:00:02.451999Z
ZE|1146|63.358458|-149.034692|693.7|1146|2019-02-14T00:00:00.000000Z|2019-03-21T05:54:12.498000Z
ZE|1147|63.362104|-149.015436|698.9|1147|2019-02-14T00:00:00.001999Z|2019-03-19T10:48:30.405999Z
ZE|1148|63.368117|-149.000159|675.6|1148|2019-02-14T00:00:00.001998Z|2019-03-20T16:41:40.241998Z
ZE|1149|63.372426|-148.983698|690.2|1149|2019-02-14T00:00:00.000000Z|2019-03-20T15:05:10.924000Z
ZE|1150|63.374165|-148.963725|679.7|1150|2019-02-14T00:00:00.001998Z|2019-03-20T23:27:00.959998Z
ZE|1151|63.377714|-148.94514|665.0|1151|2019-02-14T00:00:00.001998Z|2019-03-21T18:18:32.925998Z
ZE|1152|63.380852|-148.927312|654.7|1152|2019-02-14T00:00:00.001998Z|2019-03-19T17:09:34.389998Z
ZE|1153|63.386244|-148.907745|654.2|1153|2019-02-15T00:59:32.548000Z|2019-03-25T08:59:32.546000Z
ZE|1154|63.392871|-148.898712|652.2|1154|2019-02-14T00:00:00.001998Z|2019-03-22T04:41:30.491998Z
ZE|1155|63.400678|-148.889143|645.9|1155|2019-02-14T00:00:00.001998Z|2019-03-19T13:35:14.297998Z
ZE|1156|63.409151|-148.884498|637.9|1156|2019-02-14T00:00:00.000000Z|2019-03-19T09:58:44.330000Z
ZE|1157|63.41789|-148.880222|634.8|1157|2019-02-15T01:16:41.104000Z|2019-03-25T15:16:41.102000Z
ZE|1158|63.426986|-148.877391|632.9|1158|2019-02-14T00:00:00.000000Z|2019-03-20T16:00:12.840000Z
ZE|1159|63.435017|-148.866363|626.9|1159|2019-02-14T00:00:00.000000Z|2019-03-20T07:10:45.648000Z
ZE|1160|63.440619|-148.852805|623.2|1160|2019-02-13T01:29:38.956000Z|2019-03-20T02:59:38.954000Z
ZE|1161|63.446988|-148.836696|618.8|1161|2019-02-13T01:21:38.388000Z|2019-03-20T21:21:38.386000Z
ZE|1162|63.45222|-148.821322|617.7|1162|2019-02-13T01:14:20.181998Z|2019-03-19T05:44:20.179998Z
ZE|1163|63.45607|-148.806827|613.4|1163|2019-02-13T01:08:00.417999Z|2019-03-19T09:38:00.415999Z
ZE|1164|63.463542|-148.805967|648.4|1164|2019-02-13T00:59:43.910000Z|2019-03-21T12:29:43.908000Z
ZE|1165|63.472761|-148.817185|628.9|1165|2019-02-15T01:13:56.486000Z|2019-03-25T09:43:56.484000Z
ZE|1166|63.481088|-148.820449|614.9|1166|2019-02-15T01:27:30.875998Z|2019-03-25T13:27:30.873998Z
ZE|1167|63.489657|-148.821687|612.0|1167|2019-02-13T00:45:44.858000Z|2019-03-20T19:15:44.856000Z
ZE|1168|63.498004|-148.815591|613.5|1168|2019-02-13T00:39:46.431998Z|2019-03-19T19:09:46.429998Z
ZE|1169|63.508236|-148.814872|616.1|1169|2019-02-13T00:32:10.549998Z|2019-03-20T11:32:10.547998Z
ZE|1170|63.515478|-148.807062|600.4|1170|2019-02-13T00:26:00.788000Z|2019-03-20T02:26:00.786000Z
ZE|1171|63.523484|-148.803513|596.2|1171|2019-02-13T00:20:45.101999Z|2019-03-19T02:50:45.099999Z
ZE|1172|63.532438|-148.807602|597.7|1172|2019-02-13T00:12:18.667999Z|2019-03-20T01:42:18.665999Z
ZE|1173|63.541291|-148.807323|594.2|1173|2019-02-13T00:07:15.552000Z|2019-03-20T13:07:15.550000Z
ZE|1174|63.549765|-148.812151|595.9|1174|2019-02-13T00:00:40.440000Z|2019-03-20T22:00:40.438000Z
ZE|1175|63.557392|-148.822071|592.4|1175|2019-02-12T23:54:36.805999Z|2019-03-19T07:24:36.803999Z
ZE|1176|63.566584|-148.817129|612.2|1176|2019-02-12T23:48:32.907999Z|2019-03-20T01:48:32.905999Z
ZE|1177|63.574772|-148.811191|640.4|1177|2019-02-12T23:42:09.312000Z|2019-03-18T10:42:09.310000Z
ZE|1178|63.583631|-148.807273|634.5|1178|2019-02-12T23:36:10.319998Z|2019-03-19T21:06:10.317998Z
ZE|1179|63.592065|-148.806954|653.8|1179|2019-02-12T23:31:30.226000Z|2019-03-20T13:01:30.224000Z
ZE|1180|63.601173|-148.800466|657.9|1180|2019-02-12T23:24:54.302000Z|2019-03-17T16:54:54.300000Z
ZE|1181|63.608591|-148.790558|659.9|1181|2019-02-12T23:20:12.471998Z|2019-03-20T06:20:12.469998Z
ZE|1182|63.616642|-148.783681|644.2|1182|2019-02-12T23:15:05.094000Z|2019-03-19T22:45:05.092000Z
ZE|1183|63.625923|-148.782937|643.4|1183|2019-02-12T23:08:54.447999Z|2019-03-18T03:38:54.445998Z
ZE|1184|63.634031|-148.788115|634.4|1184|2019-02-12T23:03:16.150000Z|2019-03-20T01:33:16.148000Z
ZE|1185|63.642035|-148.798385|626.1|1185|2019-02-12T22:58:08.904000Z|2019-03-19T19:28:08.902000Z
ZE|1186|63.648384|-148.811828|611.7|1186|2019-02-12T22:53:12.941998Z|2019-03-20T04:23:12.939998Z
ZE|1187|63.652448|-148.830025|584.6|1187|2019-02-12T22:47:04.375998Z|2019-03-20T04:47:04.373998Z
ZE|1188|63.659954|-148.840353|577.8|1188|2019-02-12T22:41:58.369998Z|2019-03-20T09:11:58.367998Z
ZE|1189|63.667713|-148.833269|583.3|1189|2019-02-12T22:37:03.029999Z|2019-03-19T12:37:03.027998Z
ZE|1190|63.675332|-148.825525|576.9|1190|2019-02-12T22:31:43.651998Z|2019-03-20T19:01:43.649998Z
ZE|1191|63.682447|-148.836704|557.1|1191|2019-02-12T22:25:15.900000Z|2019-03-19T10:25:15.898000Z
ZE|1192|63.689294|-148.84788|552.3|1192|2019-02-12T22:20:32.956000Z|2019-03-20T13:20:32.954000Z
ZE|1193|63.694582|-148.862038|559.8|1193|2019-02-12T22:07:02.312000Z|2019-03-20T08:07:02.310000Z
ZE|1194|63.701291|-148.878137|557.6|1194|2019-02-12T22:00:50.206000Z|2019-03-20T09:30:50.204000Z
ZE|1195|63.708898|-148.885553|550.8|1195|2019-02-12T21:55:07.063998Z|2019-03-19T09:55:07.061998Z
ZE|1196|63.717695|-148.895048|536.4|1196|2019-02-12T21:48:28.487998Z|2019-03-20T10:48:28.485998Z
ZE|1197|63.72594|-148.890259|484.4|1197|2019-02-12T21:41:15.568000Z|2019-03-20T03:41:15.566000Z
ZE|1199|63.741684|-148.893388|486.8|1199|2019-02-12T21:34:58.165998Z|2019-03-21T09:04:58.163998Z
ZE|1200|63.750189|-148.899|477.7|1200|2019-02-12T21:16:56.920000Z|2019-03-19T21:16:56.918000Z
ZE|1201|63.759115|-148.901894|445.8|1201|2019-02-12T21:08:24.101999Z|2019-03-20T06:38:24.099999Z
ZE|1202|63.766817|-148.910597|455.3|1202|2019-02-12T20:59:02.805999Z|2019-03-20T02:59:02.803999Z
ZE|1203|63.775689|-148.910739|438.9|1203|2019-02-12T20:49:00.834000Z|2019-03-20T00:49:00.832000Z
ZE|1204|63.784095|-148.913211|443.0|1204|2019-02-12T20:42:09.017998Z|2019-03-18T21:42:09.015998Z
ZE|1205|63.792526|-148.921068|463.3|1205|2019-02-12T20:33:00.470000Z|2019-03-19T18:03:00.468000Z
ZE|1206|63.800635|-148.928572|480.5|1206|2019-02-12T20:26:01.006000Z|2019-03-20T09:56:01.004000Z
ZE|1207|63.804335|-148.945445|505.1|1207|2019-02-12T20:21:02.384000Z|2019-03-19T14:21:02.382000Z
ZE|1208|63.807857|-148.962058|533.3|1208|2019-02-12T20:15:00.818000Z|2019-03-21T00:15:00.816000Z
ZE|1209|63.814693|-148.975645|520.9|1209|2019-02-12T20:09:00.598000Z|2019-03-20T03:09:00.596000Z
ZE|1211|63.828531|-149.000737|536.7|1211|2019-02-12T19:57:09.424000Z|2019-03-17T14:27:09.422000Z
ZE|1212|63.836897|-149.010507|537.3|1212|2019-02-12T19:49:41.747998Z|2019-03-20T05:19:41.745998Z
ZE|1213|63.84568|-149.014536|538.6|1213|2019-02-12T19:44:42.753998Z|2019-03-20T05:44:42.751998Z
ZE|1214|63.852804|-149.011674|510.2|1214|2019-02-12T19:38:08.992000Z|2019-03-19T20:08:08.990000Z
ZE|1215|63.8624|-149.018005|456.4|1215|2019-02-12T19:29:48.730000Z|2019-03-20T08:29:48.728000Z
ZE|1216|63.87147|-149.020315|456.1|1216|2019-02-12T19:23:45.589998Z|2019-03-18T08:23:45.587998Z
ZE|1217|63.878865|-149.024133|438.8|1217|2019-02-12T19:04:15.395998Z|2019-03-20T09:04:15.393998Z
ZE|1218|63.887276|-149.037099|433.4|1218|2019-02-12T19:00:10.226000Z|2019-03-19T21:00:10.224000Z
ZE|1219|63.894582|-149.048372|419.4|1219|2019-02-12T18:54:32.563998Z|2019-03-20T11:24:32.561998Z
ZE|1220|63.901385|-149.063137|451.8|1220|2019-02-12T18:47:49.967998Z|2019-03-19T16:47:49.965998Z
ZE|1221|63.908846|-149.074142|418.3|1221|2019-02-12T18:43:28.487998Z|2019-03-20T18:43:28.485998Z
ZE|1222|63.915724|-149.084819|416.1|1222|2019-02-12T18:37:52.983999Z|2019-03-19T18:07:52.981998Z
ZE|1223|63.923932|-149.091033|418.8|1223|2019-02-12T18:32:57.230000Z|2019-03-19T13:02:57.228000Z
ZE|1224|63.931988|-149.098574|415.9|1224|2019-02-12T18:28:26.851999Z|2019-03-21T18:28:26.849999Z
ZE|1225|63.938813|-149.112822|431.6|1225|2019-02-12T18:22:58.052000Z|2019-03-19T23:52:58.050000Z
ZE|1226|63.947016|-149.118547|420.7|1226|2019-02-12T18:17:15.174000Z|2019-03-18T06:17:15.172000Z
