20190214,528485724,1251,1550173007.4153903,113.36794898276402,162.69530690084298,4806.360111358599,[ 36.55695756  54.63192643  73.37192251 110.08090955 146.82054287
 164.8918581  182.71962765 219.80684057 237.94145927 256.51329689
 274.67478166],[ 0.31836794 33.36385537  0.08007519  0.11067216  0.08974664  0.11360586
  0.07611264  0.08807841  0.10856806  0.11700094  0.135233    0.24166356
  0.19438534  0.22581504],__,367.31000000000006,551.686,0.03395467914537647,
20190214,528485724,1271,1550172830.8874078,113.31212021813165,168.24147753233242,4790.419865471462,[ 54.92196201  73.62076067 110.06878676 146.92447384 165.3174733
 183.41046782 201.7652712  220.38498556 238.39004557 256.97087146
 275.62571834],[ 0.35017804 34.92650594  0.07643824  0.1396186   0.15129485  0.07942535
  0.0969868   0.1070418   0.13411688  0.29941504  0.15072439  0.3960577
  0.21522923  0.25619463],__,367.55000000000007,551.83,0.0345263532439261,
