20190320,534729457,1304,1553122941.8919716,119.56424405004633,86.66915877575167,505.94196599773556,[ 37.25200404  75.08472246  92.3722331  113.18694412 130.43330835
 149.3295848  167.46655881 185.998692   205.14722303 223.50501498
 244.46681456],[0.22488383 7.57616118 0.0456337  0.19471763 0.11019852 0.14073232
 0.12782091 0.145528   0.09531513 0.1086823  0.13149866 0.19527102
 0.21330731 0.2956643 ],__,411.32000000000005,578.0920000000001,0.19530727512982946,
