20190221,529748414,1049,1550776241.0475955,72.15312697630132,269.4732633147687,-13231.314141069308,[ 32.36557186  64.30109245  85.31551048  96.4947356  128.94704403
 159.86544952 257.9131469 ],[6.85048426e-01 1.14328734e+02 1.65552646e-01 9.28897296e-02
 1.48431106e-01 1.34651790e-01 1.76314051e-01 1.47043761e-01
 2.51990475e-01 2.70207926e-01],__,370.18000000000006,553.408,0.07805031718427152,
