20190215,528673253,1109,1550256980.1214871,112.67752254210447,196.39942522785913,4983.682414217545,[ 98.86874354 197.96446818],[  4.48495295 278.71952568   0.51984197   0.31096147   0.69938232],__,356.28,545.068,0.017782117255428543,
20190215,528673253,1123,1550257100.8249643,111.23726711816823,193.7324818891419,4554.905898757551,[ 24.52826981  48.45433006  99.12937771 198.41857477],[  1.80775735 135.72714102   0.21281962   1.           0.36571022
   0.19660327   0.51026878],__,356.47,545.182,0.016688442854273573,
