20190215,528669408,1306,1550255747.5220609,116.61173528398962,119.98508759404218,2533.8329093306406,[ 74.40403475 111.20748005 129.73587591 148.75813053 167.3981842
 185.21888572 203.59727471 222.9022333  241.76752747],[ 0.33992811 26.88616738  0.07545431  0.09449559  0.08536818  0.18885555
  0.11654554  0.11715493  0.15613595  0.24809613  0.16564922  0.30626571],__,357.99,546.094,0.06246552670505702,
