20190303,531548993,1038,1551656411.0742168,52.921528415549425,489.4761773690312,94220.71436400386,[59.70868178 83.89586027],[1.00226832e+00 4.92674447e+02 1.34223148e+00 4.85067652e-01
 6.46783087e-01],__,403.75,573.55,0.6415242016449275,
