20190214,528355590,1007,1550116916.2048416,112.62796037129941,71.68712671310227,959.7791084969933,[ 38.55378402  58.09363122  77.40214472  96.78289619 116.11967871
 135.43042519 154.88260154 174.20711662 193.46133614 213.79360655
 232.27205675 250.80386809],[ 0.2990254  15.50937479  0.09265166  0.22185309  0.17243903  0.09462423
  0.11024284  0.10539318  0.11616053  0.09795124  0.11501799  0.16061407
  0.25424892  0.14328711  0.2378046 ],__,357.13,545.578,0.07937486479431541,
20190223,530132508,1081,1550960374.4733906,119.07511461999034,79.12380344396875,4720.006522062764,[ 82.44114633 103.17563492 123.99990459 144.38865603 164.79555535
  62.71589656],[1.36889433e+00 2.18557273e+02 6.50441579e-01 1.05615337e-01
 1.71717641e-01 2.17429186e-01 2.28465418e-01 1.71386356e-01
 1.61274683e-01],__,398.55000000000007,570.4300000000001,0.07241125543353488,
20190223,530132508,1082,1550960356.020305,119.31769153109288,77.72983426881287,4738.69671290468,[ 61.15650311  82.06149087 102.09696134 122.73815954 144.60988801
 164.30272622 203.70769602 226.89672634 245.90953651],[1.14079978e+00 1.83780277e+02 5.52560842e-01 1.42387247e-01
 9.69594857e-02 1.34124873e-01 2.05297085e-01 1.89316647e-01
 1.63917389e-01 2.64740614e-01 2.91279775e-01 2.45460956e-01],__,398.55000000000007,570.4300000000001,0.09388106351049515,
20190224,530155121,1113,1550968975.456089,95.67100574886379,86.44716155525,4030.6300448617576,[ 40.88080312  60.77752071  81.44615995 101.24254279 122.3941936
 162.95616233 203.30296695 224.79376334 244.85617614],[5.15171615e-01 7.66519125e+01 3.07098712e-01 1.69142422e-01
 1.61086337e-01 6.93790145e-02 1.25439122e-01 1.60618293e-01
 9.96410554e-02 1.85453248e-01 2.31650466e-01 1.62792711e-01],__,395.86,568.816,0.08529878423223751,
20190224,530155121,1195,1550970210.2449841,112.17047923416285,103.85249058139003,5958.50187615056,[ 82.36182584 102.96292071 123.6403801  144.71084565 164.691988
 185.93982102 206.76563647 227.05798158 246.64342227],[9.31942432e-01 1.44770440e+02 3.24143241e-01 9.21129239e-02
 1.23583063e-01 1.63122603e-01 1.76484123e-01 1.36126705e-01
 2.12406495e-01 2.19432853e-01 2.47072163e-01 2.12239144e-01],__,387.72,563.932,0.07457853843851638,
