20190211,527958214,1012,1549922414.9305444,119.92397185685981,56.08201582870243,468.8774898558977,[104.20971957 102.12314225],[7.38503870e-01 2.70871976e-01 5.36105015e-04 4.72585041e-03],
20190214,528502194,1023,1550177789.2386246,117.32633772719966,51.900130687013785,1337.492300660717,[116.71547483  39.13456731  58.39965108  78.01265853 116.62552755 137.56773827 155.79697174 174.78921632 195.10293848 214.5194219 234.83930454],[  0.4286325    1.61762265 157.68680055   1.04993304],
20190214,528502194,1024,1550177797.1981785,117.15365473208458,56.8954855640819,1024.0718446260662,[117.1118769   58.85903946  78.12128029 116.69262624 137.14783926 155.84046792 175.64519971 195.15901501 234.91022039],[  0.33828661   1.287819   101.36879741   0.65925552],
20190214,528502194,1025,1550177805.5084739,118.65935898992663,54.50029392999126,718.8183508857702,[117.01333914  57.67374124 116.82583464 135.75927515 153.54472562 174.81124024 197.57407839 235.28593503],[  0.62711961   1.8613059  101.45850366   1.08663273],
20190214,528502194,1026,1550177820.3312578,115.71487904490395,56.3725139689579,956.5924541802162,[117.18157142  58.4027003  117.20114308 135.92254564 155.54726769  97.55726503 175.35730745 194.82427991 236.31695932],[ 0.3401492   1.25126559 99.96834859  0.71756478],
20190214,528502194,1027,1550177833.0654209,117.47842358252376,56.72508399788149,1254.4619010553347,[117.76665359  58.93574165 117.00846461 176.28603972 238.13628607],[  0.38591994   1.68369297 147.76574306   0.92305822],
20190214,528502194,1028,1550177847.3778443,113.96265339862846,62.145744918803096,1972.8240210784522,[118.75166363  59.33522499 119.03920861 177.80668594 218.18156126 237.43003761],[  1.24033784   7.64385078 595.57926655   3.7246647 ],
20190214,528502194,1029,1550177867.311236,112.47866182341977,61.9571724933003,2193.4454603930863,[117.84195405 118.52438294 175.74175319 234.14974677],[  0.68172149   3.34463495 359.83107054   1.58015539],
20190214,528510459,1014,1550181792.9943023,117.51351988017387,79.9822033314702,2886.3998669422954,[110.97033769 110.78246717 223.98242549],[  10.5895529    41.80978319 3203.21165866    6.21117952],
20190214,528510459,1013,1550181805.205245,118.2616857692565,64.83918896873536,1184.9021277478914,[115.7900427  115.87018649 174.89454813 232.2343294 ],[  0.6695493    2.49049793 142.92351883   0.62250202],
20190214,528510459,1012,1550181820.0,117.26715796809134,64.96024638884104,742.228618820532,[116.25797517 115.96207739 174.54200278 213.9864517  231.58701201 250.71379078],[ 0.5171983   1.67109079 70.29485128  0.36110032],
