20190214,528485724,1251,1550173007.4153903,113.3679489808432,93.92626324324928,2774.7785322009813,[ 36.55695756  54.63192643  73.37192251 110.08090955 146.82054287
 164.89185811 182.71962765 219.80684058 237.9414593  256.51329691
 274.67478168],[ 0.18402647 19.29134187  0.08011143  0.11067237  0.08974845  0.11360663
  0.07611743  0.08808325  0.10856905  0.11700223  0.13523644  0.2416681
  0.19439383  0.22581618],__,-21.339999999999975,318.49600000000004,0.033954679145359316,
20190214,528485724,1271,1550172830.8874078,113.3121201076387,97.0991414571773,2764.7502705094917,[ 54.92196192  73.62076055 110.06878662 146.92447366 165.31747312
 183.41046758 201.76527055 220.38498521 238.39004366 256.97087092
 275.62571784],[ 0.20238479 20.19206405  0.07647246  0.13962104  0.15129598  0.0794343
  0.09699829  0.10704797  0.134121    0.2994234   0.15073615  0.39607551
  0.21525036  0.25620376],__,-21.359999999999985,318.48400000000004,0.034526353224461195,
20190216,528853433,1246,1550349176.9275692,117.13401559045666,107.39965856011393,2042.9975310903164,[ 54.21981908  73.55844109 110.74441778 146.92212426 164.88063363
 183.4414921  220.51508752 237.59597708 256.44244637 275.12263024],[ 0.20745231 14.8985405   0.06124389  0.13678339  0.17165355  0.0863096
  0.1135473   0.13257096  0.16143005  0.16042693  0.27321629  0.27859927
  0.2801949 ],__,-13.259999999999991,323.344,0.08352628587712643,
20190216,528853433,1250,1550345751.0844882,116.54330376356836,81.2502246154246,1422.3105298686976,[ 38.26676383  55.82317761  73.86056822 111.50421141 148.75724406
 167.00248387 185.29930027 203.99339225 222.71251767 241.41019657
 260.21315948 278.81421195],[ 0.21167868 13.3176557   0.06541425  0.16406541  0.13889302  0.12709779
  0.09287657  0.11201476  0.11473131  0.13119389  0.32380719  0.16044081
  0.27635131  0.20805084  0.24296469],__,-9.789999999999964,325.42600000000004,0.0599392533011654,
20190219,529392751,1280,1550605166.5785925,112.77867128021343,99.6119337660917,3838.999261515563,[111.85944745 149.15355621 167.93192392 186.03046527 223.32751947
 260.5119374  279.63277249],[ 0.32652192 38.4047744   0.14438671  0.1067791   0.14912816  0.16425824
  0.16575541  0.16658126  0.30628101  0.34096509],__,-32.829999999999984,311.60200000000003,0.05299793519220156,
20190223,530109351,1238,1550953305.193578,117.40458007859948,102.04431697662102,1545.3134151796698,[ 35.99023089  55.21065138  74.03994896  92.32926809 111.05375613
 128.97590502 147.70881572 166.46140988 185.5874736  221.79063307
 256.68803372 276.46529905],[ 0.15351463 10.10761578  0.04290001  0.15165969  0.15621113  0.11537246
  0.16980978  0.07799453  0.16247949  0.09847352  0.1245128   0.16449842
  0.15622303  0.26560441  0.35168958],__,-7.560000000000002,326.764,0.1039145707478144,
20190223,530115978,1244,1550950132.5207832,116.26937993091761,84.71248821264886,2521.9663398439598,[ 36.86331266  55.29055405  73.97879978  92.05922836 110.96614674
 129.34017613 148.03415653 166.53330459 184.75651611 203.36586433
 221.89445624 240.72698868 259.10034633 277.59998311],[ 0.16563812 17.88009549  0.07714749  0.13070776  0.09382556  0.09939496
  0.18727605  0.07700047  0.13044262  0.08848985  0.0976908   0.11305848
  0.21557034  0.13068781  0.22302768  0.20498544  0.21752181],__,-12.289999999999964,323.92600000000004,0.04931482455403751,
20190225,530463787,1235,1551123575.5906305,116.40579391603919,83.269244517653,1715.4467461888062,[ 37.55448289  56.06291144  74.59835471  93.02444554 111.77169079
 129.30375509 149.05265857 167.68465416 185.6905094  223.14876004
 241.98107286 259.8742662  204.05596598 278.67392765],[ 0.18290271 14.17657713  0.06413231  0.13678183  0.13357869  0.15960318
  0.17111961  0.08144794  0.16058524  0.09768146  0.13192278  0.13963919
  0.14873723  0.30029838  0.24663562  0.27998933  0.38112401],__,0.35000000000002274,331.51000000000005,0.058813452484913875,
20190305,531778247,1300,1551748679.2002864,116.36041023160588,97.97895955014354,2175.1887482732486,[ 55.47967827  74.2108261   96.91136262 110.63298626 129.90118858
 147.52724358 165.81902776 184.48427507 221.77878381 258.70282758
 276.51833744 239.53074403],[ 0.17806424 14.77687756  0.0608183   0.12634683  0.11560407  0.12909715
  0.08286638  0.17093286  0.09320229  0.11155872  0.13437425  0.14499397
  0.19530669  0.33900886  0.32004859],__,-8.039999999999964,326.47600000000006,0.09377686529074271,
20190308,532471556,1302,1552067353.416024,116.5767653983132,81.09885469549178,1094.745651290435,[ 74.10544193 110.88853618 128.67306566 147.95051586 166.37567781
 184.55450111 205.35869813 222.34999025 243.83085039 258.7192368
 276.47542473],[0.16372156 9.41448335 0.04886927 0.15881449 0.08588054 0.14361268
 0.11248871 0.11663008 0.13864125 0.31300259 0.20824876 0.3197234
 0.23316288 0.28677847],__,-5.949999999999989,327.73,0.09004049823643731,
