20190214,528355590,1007,1550116916.2048416,112.48581087546737,42.922417562987405,587.5695347918233,[ 38.66689027  58.27348667  77.43441739  96.81563907 116.16384439
 135.60067236 154.96129072 174.29785128 193.76114354 213.93484613
 232.41323229 250.9712528 ],[ 0.8621317  29.92334125  0.29696803  4.95815666  0.73478958  0.56285392
  0.31514205  0.36689544  0.35059853  0.40244355  0.32637904  0.38123889
  0.53365816  0.84610834  0.47652423  0.79355168],__,-13.109999999999957,323.8818575543139,0.007682361450476306,
