20190212,528046375,1238,1549989269.6817703,97.13626531066998,257.90324146085874,8804.38786535022,[45.35944005],[  3.69576747 605.51577108   1.4191422    4.49922548   2.06135068],__,-50.609999999999985,331.8990290449872,0.12454454526460218,
20190212,528100095,1204,1550014760.7432544,147.8276796688718,191.5579662510621,8739.128679951633,[92.16768706 98.30997003],[  3.12920287 686.49938906   1.02700622   4.48445403   1.86611936
   1.98783868],__,-50.01999999999998,321.0194170401328,0.024847414717823455,
