20190215,528669408,1306,1550255747.5220609,116.61044506082159,70.68763492890896,1492.7176219612757,[ 74.40477388 111.20886214 129.7369354  148.76257153 167.40011548
 185.22032611 203.59749415 222.9028719  241.76714922],[ 1.24204449 56.29320686  0.25026341  4.88390665  0.3144117   0.28338927
  0.62654269  0.3866224   0.38867025  0.51825729  0.82065551  0.54973375
  1.0095718 ],__,-15.289999999999964,321.7421662858842,0.005631847554745053,
