117.57951987997001,20.315970624137037,
118.92423105776444,39.82650631340924,
117.66916729182296,60.837852440317775,
118.65528882220556,79.8481179837112,
118.2966991747937,100.35919396474095,
117.48987246811703,121.62067516458886,
118.65528882220556,140.38080563504292,
117.40022505626408,163.39323234546652,
117.57951987997001,182.90376803473873,
122.95836459114778,186.65579412882954,
135.32970742685671,185.90538891001137,
137.30195048762192,201.16362835931403,
138.2880720180045,217.42240810037418,
