114.80045011252813,59.33704200268144,1551662345.5686998,
114.80045011252813,78.34730754607487,1551662345.5686998,
116.41410352588147,97.60770816240769,1551662345.5686998,
114.71080270067517,117.61851399755868,1551662345.5686998,
115.24868717179297,137.62931983270965,1551662345.5686998,
114.80045011252813,157.89026074080004,1551662345.5686998,
114.71080270067517,177.65093150301163,1551662345.5686998,
114.62115528882222,197.91187241110197,1551662345.5686998,
114.62115528882222,217.67254317331356,1551662345.5686998,
135.24006001500376,212.9199767874652,1551662345.5686998,
135.95723930982746,229.92916174734353,1551662345.5686998,
